Id,Title,Content,Excerpt,AnonymousSchool,AnonymousDepartment,Pinned,ForumId,ReplyId,CreatedAt,UpdatedAt,CommentCount,LikeCount,WithNickname,Tags,Topics,Gender,School
234412905,選課抉擇,"學長姐好，我是大一新生。人文藝術類通識課不幸的都沒上(不是衝堂就是沒被選上)。目前在等加退選中。想問""管理與現代社會“和""經濟學與現代社會“這兩門課哪一個更好？我有看了系上學長姐的評鑑，但是裡頭對於管理那門課評論較少😅","學長姐好，我是大一新生。人文藝術類通識課不幸的都沒上（不是衝堂就是沒被選上）。目前在等加退選中。想問""管理與現代社會“和""經濟學與現代社會“這兩門課哪一個更好？我有看了系上學長姐的評鑑，但是裡頭對於管",False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-13T16:51:47.353Z,2020-09-13T16:51:47.353Z,5,8,False,[],"['長庚', '新生開問', '通識課']",M,長庚大學
234411126,旁聽,請問一下學長姐～旁聽要教授同意嗎？是上課前問一下就好嗎？,請問一下學長姐～旁聽要教授同意嗎？是上課前問一下就好嗎？,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-13T12:58:49.331Z,2020-09-13T12:58:49.331Z,4,2,False,['HIDE_THUMBNAIL'],"['長庚', '新生開問', '長庚大學', '選課']",F,長庚大學
234410757,有人的鯊鯊掉了,"在好漢坡樓梯撿到的，是掛書包那種
已放在據德樓失物招領",在好漢坡樓梯撿到的，是掛書包那種，已放在據德樓失物招領,False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-13T12:02:52.726Z,2020-09-13T12:02:52.726Z,4,1,False,['HIDE_THUMBNAIL'],['失物招領'],M,長庚大學
234410392,學餐新美食｜蟬綿 手作冰淇淋,"https://i.imgur.com/v4QCQv5.jpg
https://i.imgur.com/BBCsVCw.jpg


抓住夏天的尾巴，冰涼的爽快，令人無法忘懷。
迎接秋天的涼爽，甜甜的滋味，讓人口齒留香。

纏綿不悱惻，蟬眠再蟬綿！


小木屋餐廳最新力作，期待與你蟬綿！",抓住夏天的尾巴，冰涼的爽快，令人無法忘懷。迎接秋天的涼爽，甜甜的滋味，讓人口齒留香。纏綿不悱惻，蟬眠再蟬綿！，小木屋餐廳最新力作，期待與你蟬綿！,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-13T10:59:04.877Z,2020-09-13T10:59:43.140Z,4,29,False,[],['學餐'],F,長庚大學
234408539,加簽課程,"學長姐好，我是剛進來學校的大一新生，想請問一下
陳英淙教授的法學緒論
鄭道有教授的管理與現代社會
楊明哲教授的近代東亞的歷史變遷與發展

請問這三門課的教授會讓學生加簽嗎？
謝謝各位學長姐的幫忙🙏🙏",學長姐好，我是剛進來學校的大一新生，想請問一下，陳英淙教授的法學緒論，鄭道有教授的管理與現代社會，楊明哲教授的近代東亞的歷史變遷與發展，請問這三門課的教授會讓學生加簽嗎？謝謝各位學長姐的幫忙,False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-13T05:21:26.273Z,2020-09-13T05:21:26.273Z,15,11,False,[],"['通識課', '長庚', '新生開問']",F,長庚大學
234407904,拉機宿網,o你的 沒網路啦 我死窮鬼沒有吃到飽 阿宿網不給用是？？ 想報修結果網站也打不開始要欉ㄙㄢ小 拉機學校,o你的 沒網路啦 我死窮鬼沒有吃到飽 阿宿網不給用是？？ 想報修結果網站也打不開始要欉ㄙㄢ小 拉機學校,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-13T02:48:45.833Z,2020-09-13T02:48:45.833Z,9,0,False,[],"['長庚', '長庚水準', '幫自己QQ']",M,長庚大學
234407646,體育課,"各位學長姐你們好，我是三年級的轉生
因為大二要準備考試的關係沒有去修體育課，所以現在要加簽補修
我已經爬過文了，身邊也沒有認識的人可以問……
想知道謝詠童老師的課程好嗎？因為之前爬過文，李老師的課好像不太推薦，然後我能修的時段只有這兩位老師……
謝謝大家",各位學長姐你們好，我是三年級的轉生，因為大二要準備考試的關係沒有去修體育課，所以現在要加簽補修，我已經爬過文了，身邊也沒有認識的人可以問……，想知道謝詠童老師的課程好嗎？因為之前爬過文，李老師的課好像,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-13T01:29:17.857Z,2020-09-13T01:29:17.857Z,13,7,False,[],['體育'],M,長庚大學
234406225,四輪,"在長庚學生開車人數多嗎
開車去學校會不會被當成工具人阿
求解",在長庚學生開車人數多嗎，開車去學校會不會被當成工具人阿，求解,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-12T16:10:17.717Z,2020-09-12T16:10:17.717Z,17,6,False,[],['汽車'],M,長庚大學
234405234,B2儲藏室,放暑假前把紙箱封好放到據德B2的儲藏室，結果今天回學校整理的時候發現箱子被開箱了，裡面的CK鋼戒也遺失了。那個Ck的戒指其實也沒什麼價值，也就幾千塊，但卻有一些回憶在裡面，而且其實它是對戒，只有一隻也二手不好賣，也沒什麼價值。（鋼戒就單純吃品牌而已）所以借走的人能夠還我嗎？🙏🏼🙏🏼如果生活有困難在我能力範圍內我也能借支；沒錢吃飯我也能請你吃飯（絕對不是吃漢堡）；有什麼困難我甚至能夠提供工作機會給你。但是請不要隨意借走別人的回憶。借走的人下面留言，我會留下我的聯繫方式。如果真的都沒有，就當作衰小吧😂,放暑假前把紙箱封好放到據德B2的儲藏室，結果今天回學校整理的時候發現箱子被開箱了，裡面的CK鋼戒也遺失了。那個Ck的戒指其實也沒什麼價值，也就幾千塊，但卻有一些回憶在裡面，而且其實它是對戒，只有一隻也,False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-12T13:40:57.971Z,2020-09-12T13:50:49.333Z,18,28,False,['HIDE_THUMBNAIL'],"['遺失物', '宿舍', '開箱']",M,長庚大學
234399636,工設開學前勉勵,"身為一個工設伙伴，
必須說讀設計真的非常辛苦，
雖然長庚工設很爛，
但卻是一個溫暖的大家庭，
想在開學前給新來的學弟妹們一點勉勵，
也呼籲工設的大伙們來一人一句。

我先來：
學弟妹 塊陶！！！",身為一個工設伙伴，必須說讀設計真的非常辛苦，雖然長庚工設很爛，但卻是一個溫暖的大家庭，想在開學前給新來的學弟妹們一點勉勵，也呼籲工設的大伙們來一人一句。我先來：學弟妹 塊陶！！！,False,False,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-11T15:19:12.890Z,2020-09-11T15:28:57.375Z,14,16,False,[],"['長庚', '工設系']",M,長庚大學
234398608,轉學生微積分修課詢問,"我是轉學生 現在在排課 但由於想修的選修撞堂本系微積分 所以想修別系的 但不知道選哪個老師好
📚目前可修的系、學分跟授課老師如下
👉醫學系 醫用微積分 2學分 許清山
👉中醫系 醫用微積分 2學分 王埄彬
👉醫技系 微積分 3學分 張書瑋
（以上已確認本系有承認哦）

想問大家推哪個😭
謝謝大家的幫忙 謝謝🙇🙏",我是轉學生 現在在排課 但由於想修的選修撞堂本系微積分 所以想修別系的 但不知道選哪個老師好，目前可修的系、學分跟授課老師如下，醫學系 醫用微積分 2學分 許清山，中醫系 醫用微積分 2學分 王埄彬，,False,True,False,e3d1e6b1-d675-4827-863d-7565701fea9d,,2020-09-11T12:59:41.638Z,2020-09-11T12:59:41.638Z,24,11,False,[],"['微積分', '長庚']",F,長庚大學
